"doc_id";"titre";"ME";"MEEnf";"ICE";"ICEEnf";"nbDoc";"nbTag";"nbUti";"nbDocEnf";"nbTagEnf";"nbUtiEnf"
"172009";"Le Simputer apportera Internet aux zones rurales de l'Inde";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172011";"Le NIE (National Institute of Education) parmi les meilleurs du monde en 2010";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172013";"Le comité de bioéthique : des lignes de conduites sur l'utilisation des embryons";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172017";"Fusions en chaîne par A*STAR";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172030";"Recherche: RAE 2001";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172032";"Pétrole: la médecine au service de l'or noir";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172045";"Innovation : jusqu'à 20% d'économie de carburant";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172067";"Réseau de données scientifiques en février";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172069";"Respecter l'accord de Kyoto";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172075";"Interrupteurs de fécondation";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172083";"Des microalgues provoquent le cancer";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172085";"Des bactéries nettoient le pétrole";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172093";"Séquençage du génome d'un organisme du zooplancton marin";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172095";"Systèmes de ventilation mixtes assistes par ordinateur";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172099";"Plates-formes pétrolières : la fin des dinosaures ouvre la voie à un saut technologique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172107";"Espoirs de vaccins grâce à une meilleure connaissance de la bactérie responsable de la blennorragie";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172111";"Aspects de la recherche en biologie marine en Norvège";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172118";"Projet d'Interface avancée Homme Machine";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172129";"Les principaux rendez-vous scientifiques et technologiques de la Présidence espagnole";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172131";"Les Nanotubes de Carbone pourraient transporter l'hydrogène dans le futur";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172142";"Changement à la tête de l'un des principaux secrétariats du ministère de la Science et de la Technologie";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172170";"Ingénierie pour un nouveau millénaire";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172185";"Ouverture du nouveau Centre de culture scientifique de l'Université Libre de Bruxelles";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172191";"Le prix Boerhinger Ingelheim";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172206";"Un logiciel de Linz analyse des erreurs aléatoires de programmes informatiques";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172220";"Premiers centres \"Academy plus Business\" en Autriche";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172224";"Mathématiques financières à Linz";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172227";"Ingénierie assistée par ordinateur chez EPLAN";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172229";"GERICOM développe avec Siemens des technologies mobiles pour les Notebooks";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172231";"Exposition Exponet à Vienne sur les technologies Internet";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172235";"Développements en cours du programme autrichien \"Fabrik des Zukunft\"";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172239";"Découverte d'un gène de la douleur";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172245";"Des médecins viennois développent une nouvelle méthode de dosage du sucre";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172259";"Amélioration des sites internet par suivi des mouvements oculaires à Graz";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172261";"6 nouveaux centres de compétence Kplus en Autriche (biocatalyse, véhicule virtuel, polymères, bioénergie, tribologie, risques alpins)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172265";"Un manifeste commun pour la recherche";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172295";"Académie des Sciences Néerlandaises";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172336";"Oki Electric va lancer un service de transport intelligent";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172354";"Notre assiette a son site Internet";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172359";"Lancement de \"l'Année des Sciences de la Terre\"";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172367";"Création d'une Fondation Allemande des Instituts de Sciences Humaines à l'Etranger";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172378";"Interview du Professeur Harrie Struijker Boudier, lauréat néerlandais du prix Descartes-Huygens 2002";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172400";"Rapport : Etat des technologies des cristaux liquides appliquées aux dispositifs d'affichage au Japon";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172422";"Appel pour des projets de recherche internationaux de la part du NEDO";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172424";"Annonce des prochains stages de formation de l'EU-Japan Centre for Industrial Cooperation";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172431";"La FCC met en place sa réorganisation";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172443";"Projet international pour améliorer la rapidité des circuits intégrés";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172492";"Un budget fédéral de la recherche en hausse";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172503";"Cytologie : découverte d'un septième type de canal membranaire";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172539";"Les détaillants en ligne aux Etats-Unis ont échoué dans la relation avec leurs clients pendant les fêtes ";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172549";"Capacités accrues pour l'Internet de demain";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172577";"Création de LEDA";"4";"1";"0.125000";"1.000000";"1";"4";"1";"1";"1";"1"
"172602";"L'\"International Review of UK Research in Computer Science\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172608";"En Bref...";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172625";"Une nouvelle approche pour des cartes d'identité plus sûres";"4";"1";"0.125000";"1.000000";"1";"4";"1";"1";"1";"1"
"172627";"UAVNET";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172641";"Fabrication d'un nano-ordinateur à l'aide de molécules biologiques";"4";"1";"0.125000";"1.000000";"1";"4";"1";"1";"1";"1"
"172645";"Développement de système de réalité virtuelle pour aider les personnes souffrant de troubles du mouvement";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172650";"Création d'une école de pharmacie à l'Université Ben-Gurion";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172653";"Création d'un centre de nanotechnologies à l'Université Hébraïque de Jérusalem";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172662";"Rapprochement de l'Université aux entreprises du Pays Basque";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172664";"Programme Infobusiness";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172671";"Le système régional d'information et de promotion technologique de la Communauté de Madrid";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172673";"Initiative Espagnole pour la création du premier Réseau Européen de production d'énergie distribuée";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172724";"Centre d'Information Scientifique et Technologique de la Fiocruz";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172731";"Un aide à l'\"écoconception\" développé à l'université technique de Vienne";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172735";"Symposium international à Vienne pour le projet Aurora de calcul haute performance";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172738";"Premier Notebook GPRS par Gericom";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172752";"Les infections bactériennes utilisées contre le cancer à Innsbruck";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172754";"Les activités micro-système en Autriche";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172775";"Création de l'EUSCEA (European Science Events Association) à Vienne";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172816";"Les graisses du Krill antarctique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172819";"Evolution de la gestion des informations d'origine spatiale";"4";"1";"0.125000";"1.000000";"1";"4";"1";"1";"1";"1"
"172822";"Etude sur l'innovation dans l'industrie";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172824";"Développement de la coopération aéronautique franco-australienne";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172827";"Collaboration avec la Research School of Physical Sciences & Engineering";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172836";"Vers un test de diagnostic précoce des cancers colorectaux et du pancréas";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172840";"Panorama des neurosciences en Norvège";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172844";"Neurochirurgie assistée par imagerie 3D";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172846";"Etude des comportements d'interaction entre jeunes piétons et automobilistes";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172848";"Développement de deux algorithmes d'optimisation globale";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172852";"De l'utilisation du four à micro-ondes en chromatographie";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172858";"Conférences et événements à venir en Norvège";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172860";"Bulletin météorologique personnalise sur téléphone mobile";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172891";"Helicobacter pylori, un champion de la mutation génétique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172920";"Un rapport de l'Académie des Sciences sur le déploiement des accès à hauts débits";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172926";"Les opérateurs de télécommunications les plus innovants selon le magasine America's Network";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172928";"Le secteur de l'audiovisuel aux Etats-Unis";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172934";"Deux projets de loi sur les programmes fédéraux de R&D bientôt examinés par le Congrès";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172946";"Un interrupteur \"digital\" pour la réplication de l'ADN";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"172955";"ESTCO et le Battery Health Manager (BHM)";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172969";"L'Allemagne au Vietnam!";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"172973";"Haro sur les liliacées";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"172980";"Un revêtement de route absorbant les ondes électromagnétiques";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173013";"L'Institut de recherche de la Baltique s'intéresse aux civilisations de la Méditerranée Orientale et au Déluge";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173046";"Projet Iter en discussion à Toronto";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173054";"Nortel dévoile le nouveau Optera Metro 5200";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173058";"Le premier télescope du Canada sera lancé au moyen d'une fusée \"Rockot\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173066";"De la communication du futur";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173073";"Voir les mathématiques en action, un instant jubilatoire";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173078";"Prix Balzan 2001 : deux chercheurs français récompensés";"4";"1";"0.125000";"1.000000";"1";"4";"1";"1";"1";"1"
"173082";"Nouvelle étape dans l'exploration du cerveau";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173086";"Créateur d'entreprise : un véritable parcours du combattant";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173103";"Bilan positif pour les Programmes prioritaires";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173110";"Un micromodule \"vert\" dédié aux applications hautes fréquences";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173129";"Décodage du génome du fugu - une nouvelle étape dans le séquençage du génome humain";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173136";"140 millions SGD pour un département des sciences de la vie à NTU";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"173181";"Un pou s'approprie le système d'autodéfense du chou qui l'abrite";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173183";"Un nouveau procédé : le sablage des routes à chaud";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173187";"Recherche sur les causes de développement du cancer du sein";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173191";"Opera Software ET CANAL+ Technologies s'allient pour ouvrir l'accès de l'Internet aux utilisateurs de la télévision numérique";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173195";"Nouvel assistant respiratoire pour les prématurés";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173197";"Nouveau système de climatisation pour automobiles";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173199";"Nouveau canot de sauvetage pour plates-formes offshore";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173201";"La télédétection spatiale en Norvège";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173203";"La médaille Neumann de l'IEEE attribuée aux chercheurs norvégiens à l'origine des langages orientés objets";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173205";"L'apparition du cancer de la vessie liée à l'inhalation de vapeurs de goudron ";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173228";"Technologie de l'image : Nouveau Cinéma Digital";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173233";"Participation espagnole au développement d'un micro laboratoire à l'intérieur d'un microscope électronique";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173246";"Le Parc Technologique d'Andalousie accueillera la première entreprise espagnole qui allie la fabrication des téléphones portables UMTS et un centre de R&D dans les mêmes locaux";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173248";"L'Espagne réduit la distance avec ses homologues européens dans le secteur des télécommunications et TI";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173250";"Développement d'une nouvelle version de l'appareil auditif intelligent";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173252";"Création de la Fondation Espagnole pour la Science et la Technologie";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173259";"Budget 2002 du ministère pour la Science et la Technologie";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173270";"Osung International Bio exposition";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173281";"Banque de gènes";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173297";"Conférence Internationale sur le Programme @lis";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173301";"Un service de filtrage de virus informatiques à Villach";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173305";"Tri de déchets électroniques et électroménager dans l'installation ultramoderne d'élimination de déchets de Timelkam";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173309";"Sécurité des données en Autriche";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173313";"Représentation ultra-rapide de modèles tridimensionnels complexes à Linz";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173315";"Radio de poche intelligente chez Lixto";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173344";"Initiative nanotechnologies en Styrie";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173362";"Conséquences du projet GROWTH de l'OCDE sur la politique d'innovation autrichienne";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173369";"700 millions de schillings pour la recherche spatiale en Autriche - le plan national spatial enfin approuvé";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173387";"La cascade de l'endostatine peu à peu élucidée";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173415";"Les données sur Internet mieux structurées à l'aide du \"Web sémantique\"";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173417";"Le sénateur Hollings introduit une nouvelle loi pour limiter l'investissement étranger";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173420";"La FCC crée un conseil sur la sécurité";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173422";"COMDEX FALL 2001 : les enjeux du salon";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173424";"Budget fédéral 2002 : Sauvetage du programme ATP du département du commerce";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173433";"L'Allemagne va mettre en chantier un nouveau navire de recherche";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173462";"Corel et Adobe associent XML et PDF pour aider la mise en place du gouvernement en ligne";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173464";"Bell Mobilité amorce la mise en place de ses services de transmission de données sans fil de nouvelle génération en collaboration avec ses partenaires";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173466";"Bell Canada offre une solution Web en formation et en gestion des ressources humaines en partenariat avec Technomedia Formation inc";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173475";"La sueur contient des antibiotiques";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173512";"Annonce de stages de formation professionnelle au Japon";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"173518";"Les thèmes prioritaires de recherche sur les architectures de réseaux";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173524";"L'examen du projet de budget fédéral 2002 : une bonne nouvelle pour la NSF";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173528";"Gestion des noms de domaine Internet";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173540";"Le projet SALIERI";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173542";"L'Allemagne booste son système universitaire de dépôts de brevets";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"173553";"Les ressources biologiques au Japon";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"173557";"Les laboratoires français au Japon";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"173559";"Le Tokyo Motor Show";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173586";"Une expérience canadienne assure la sécurité des astronautes";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173593";"Nouveau Produit";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173595";"Les acides oméga-3 contre les maladies cardiovasculaires";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173599";"Le livre adapté pour personnes aveugles à l'ère du numérique";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173603";"Le gouvernement de l'Ontario investit 16 millions de dollars dans la recherche et l'imagerie médicale";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173605";"La conférence franco-canadienne en électronique et photonique moléculaires met en valeur les nanotechnologies moléculaires, prêtes à révolutionner les interactions homme-machine et l'Internet optique haute-vitesse";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173609";"Il n'est jamais trop tard pour faire du sport";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173613";"Création d'un nouveau Centre d'Etude à l'Université de Calgary";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173623";"Un nouveau laboratoire au CSTB";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173641";"Nouvelle étape dans la connaissance de la protéine du prion";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173653";"Le CSTB se réorganise";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173659";"Internet monte à bord des avions";"4";"1";"0.125000";"1.000000";"1";"4";"1";"1";"1";"1"
"173661";"Deux nouveaux clients pour AIRMAN";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173678";"Une université d'une portée mondiale grâce à \"U21 global e-university\"";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173689";"Les \"Polytechnics\" de Singapour";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173693";"Création de médicaments à partir de venins de serpents";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173708";"Biométrie et compression de fichiers grâce aux ondelettes";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173743";"155 millions de florins pour le soutien aux jeunes chercheurs";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173745";"Vous n'êtes plus prié d'éteindre votre téléphone mobile : on s'en charge pour vous !";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173747";"Un robot de la Nasa s'entraîne au Spitsberg avant de partir sur Mars";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173749";"Suivi et gestion par satellite des floraisons d'algues nuisibles le long des côtes de Norvège";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173751";"Six personnes seraient décédées après consommation de cannabis";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173753";"ROOTS 2002";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173755";"Prix royal pour la recherche génétique sur le cancer";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173765";"La première caméra holographique sous-marine du monde";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173769";"Etude sociologique de la maltraitance des animaux à Oslo";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173771";"Etude des effets du saumon sur les maladies du coeur chez les femmes";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173774";"Essais d'un médicament visant à l'allégement des traitements prescrits aux malades du sida";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173778";"Création d'un registre national de la sclérose en plaques";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173789";"Intelligence compétitive à Florianopolis";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173796";"Bibliothèque virtuelle de la femme";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173803";"Rapport sur la stratégie pour les sciences marines et nouvelle infrastructure pour la recherche";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173805";"Protection des tortues de mer et des baleines";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173815";"Onze nouveaux instituts au service de la recherche et de l'éducation";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"173825";"La politique australienne sur les cellules souches embryonnaires humaines";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173839";"Des antennes australiennes pour l'Europe";"4";"1";"0.125000";"1.000000";"1";"4";"1";"1";"1";"1"
"173853";"Synthèse vocale";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173864";"Les moutons et l'encéphalopathie spongiforme bovine : chronique d'un fiasco";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173889";"Optimisation du formage du verre par les mathématiciens de Linz";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173893";"Objectifs de Kyoto : l'Autriche en retard";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173901";"Nouveau centre de recherche en allergie";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173910";"Le réseau autrichien de compétence \"bois\" se met sur la toile";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173912";"Le programme à moyen terme de l'Académie autrichienne des sciences";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173914";"La plus importante bibliothèque environnementale autrichienne en ligne";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173918";"Information autrichienne en ligne sur l'évaluation des technologies de la santé";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173922";"Graz vainqueur du concours Best of Biotech";"1";"1";"0.500000";"1.000000";"1";"1";"1";"1";"1";"1"
"173924";"Evaluation de Science Week Austria 2001";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173928";"Développement d'un chien d'aveugle électronique à Graz";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173930";"Conférence sur l'avenir de la médecine à Vienne";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173939";"13 nouveaux projets adoptés dans le programme autrichien \"commerce électronique en logistique\" - appels d'offre autrichiens ";"3";"1";"0.166667";"1.000000";"1";"3";"1";"1";"1";"1"
"173941";"10eme anniversaire de l'envoi d'un cosmonaute autrichien en orbite et atelier austro-russe de médecine spatiale";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
"173978";"Le label de l'ICRA au service de l'auto-régulation de l'accès aux sites Internet";"2";"1";"0.250000";"1.000000";"1";"2";"1";"1";"1";"1"
